"GSM1570043";"GSM1570044";"GSM1570045";"GSM1570046";"GSM1570047";"GSM1570048";"GSM1570049";"GSM1570050";"GSM1570051";"GSM1570052";"GSM1570053";"GSM1570054"
"C19orf40";8.00562865;8.046696758;7.910867847;7.754367527;7.833828338;7.93583153;7.997391492;7.718651014;8.020415023;7.86432155;8.080257013;7.957708658
"C19orf43";11.39251647;11.38051063;11.75220252;11.71374372;10.96120552;11.37004954;11.33913588;11.67447787;11.37464051;10.80805588;11.49512428;11.63689113
"C19orf44";8.742158333;8.759011649;8.108884449;8.169497283;8.032243628;8.077896458;7.80248772;8.247060752;8.045434836;7.521895228;7.895163713;7.854166186
"C19orf45";6.934958624;7.124135907;6.623179475;6.746217107;6.748218964;6.621264682;6.759911214;6.76364766;6.765878609;6.691679596;6.80371644;6.74010797
"C19orf47";7.748311808;7.560472846;7.430271407;7.320763398;7.423213335;7.381146784;7.403411229;7.363936914;7.204123266;7.526551948;7.303362401;7.396212729
"C19orf48 /// SNORD88C";8.796588221;8.713784583;7.492809132;7.672721245;7.563380579;7.585071624;7.235342265;7.546017741;7.636292664;7.140394732;7.356127765;7.410364041
"C19orf52";7.350366616;7.106758955;6.884120273;6.443600885;6.409000509;6.548767723;6.684520423;7.102079614;6.654676243;6.152149054;6.547560416;6.480896087
"C19orf53";11.60196294;11.58982199;11.12619542;11.31123314;9.87013407;10.69488068;10.95759594;11.1282003;10.83404992;9.946497524;11.01600292;11.06608821
"C19orf54";8.61852334;8.763095374;8.264390785;8.101888316;8.234702802;7.886048727;8.545431285;8.005772734;7.742049682;7.984096661;7.828778613;8.341809377
"C19orf57";6.16110701;6.174603157;6.063640672;6.110069865;5.90398163;6.01841592;5.914908837;6.005996996;6.000302647;5.71242321;5.930635523;5.816536544
"C19orf60";10.30240332;10.3040483;10.29020844;10.40851938;9.551536031;10.36905973;10.24330575;10.18640713;10.23619269;9.659677587;10.4267552;10.22466582
"C19orf66";7.628366825;7.776452146;9.701703828;9.465722304;9.261694453;9.75861657;9.3587179;9.74573147;9.444426044;9.56840786;9.499840205;9.2944807
"C19orf68";8.248379511;8.011025589;7.765728635;7.758441753;7.96627718;8.033542899;7.595131049;7.934440143;8.045869873;8.345941342;7.655832083;7.640839976
"C19orf70";9.043151714;9.083906934;8.352125437;8.563281553;7.179590045;7.710745543;8.064359073;8.529308785;7.972055455;7.015514218;7.948586538;8.358354094
"C19orf73";4.675081338;4.690501311;4.840589216;5.147333871;4.399148114;4.707240908;4.743489551;4.749637878;4.6923237;4.430072287;4.78970786;5.100446622
"C19orf80";7.274276912;7.45673132;7.117892811;7.106319543;6.971467872;7.05099189;7.194347613;7.292909674;7.197809375;6.86441269;7.002539831;7.215140202
"C19orf81";5.549292975;5.543896651;4.702544773;4.96478533;4.905528911;4.475150153;5.018385982;4.698584933;5.041727746;4.896511351;4.772795331;5.211646841
"C19orf82";5.101077684;5.002225342;5.231442122;4.822626814;4.55445445;4.766081957;5.003421748;4.70196854;4.780581799;4.796035426;4.763363319;4.839403932
"C19orf83";6.563935706;6.26709915;6.075871301;6.289721549;6.155646649;6.114551316;6.312674786;5.997270848;6.196046997;6.17483233;6.357542445;6.10829705
"C19orf84";4.975548212;5.310647401;5.248329904;5.090738002;5.260637816;4.93709139;5.034797282;5.132863501;5.126934577;4.715401588;4.998810564;5.009693736
"C1D";8.885665354;8.80013571;8.166715366;8.070072344;8.679750214;8.17574458;7.926535749;8.074063305;8.12252882;8.792231122;7.944541751;8.200247915
"C1GALT1";10.08828602;10.06945489;10.31193695;10.35049551;10.28302974;10.38599451;9.999089517;10.41934368;10.19490775;10.23722018;10.27921023;10.22554828
"C1GALT1C1";8.461117554;8.41026059;7.996235962;8.012260056;8.147372139;7.91332448;7.921300109;7.942636307;7.632332756;7.943223264;7.606202269;7.953689331
"C1orf100";4.681900426;4.678779621;4.441919174;4.577433136;4.482000603;4.627416219;4.656424593;4.528142185;4.523513545;4.391394917;4.712096619;4.975407814
"C1orf101";5.167040113;5.335574871;5.177400775;5.177400775;5.693571339;5.177400775;5.26495347;5.239838132;5.117733314;5.302197533;5.238199848;5.176406394
"C1orf105";4.286369251;4.360670616;4.023944939;4.143940653;3.768660871;4.091691331;4.226640644;4.131591021;4.32131345;4.129514647;4.147126559;4.108038331
"C1orf106";7.57436552;7.432026285;5.806095479;5.281741783;6.251368867;5.49856287;5.648961557;5.639456815;5.281391115;5.35356231;5.723702947;5.504976762
"C1orf109";7.047261353;7.182767268;5.988240676;5.890829251;6.049546199;5.953710586;5.562840186;5.993250832;5.979924714;6.556423465;5.790323986;5.970175117
"C1orf110";3.087957233;3.139748171;2.93929793;3.065836593;2.959756677;2.906925604;2.893375129;2.952142455;3.019532655;2.97011631;2.979362655;2.831250602
"C1orf111";4.476328259;4.681601195;4.592307316;4.814565566;4.388582468;4.430876319;4.600168286;4.485734958;4.504578666;4.568063285;4.623599217;4.683620423
"C1orf112";8.792641354;8.683841326;7.9022161;7.670847541;7.670930904;7.614389475;7.312733458;7.476791473;7.333225376;7.707063215;7.422870747;7.632362594
"C1orf115";8.036370716;8.179374813;6.75672894;6.839216154;6.968057933;6.672816481;6.588820648;6.649199402;7.149524849;7.125890996;6.858414809;6.781232458
"C1orf116";6.277599547;6.438593042;5.620614452;5.905093337;5.820091664;5.562422446;5.925488877;5.618715908;5.787598887;5.528783709;5.710736402;5.814937556
"C1orf122";8.234108869;8.329001154;7.843167385;7.64772859;8.159420275;7.724837616;7.610115882;7.739443521;7.813429358;8.039909209;7.498749852;7.724876758
"C1orf123";10.34442966;10.15611227;10.51136133;10.36462374;9.480875876;10.20102033;10.37744854;10.14873991;9.9854656;9.67733593;10.31468064;10.32607864
"C1orf127";5.999411585;6.313256295;6.070610264;6.172077153;6.005785606;6.215955315;6.442214171;6.150803128;6.116630761;6.23758009;6.288159333;6.309415446
"C1orf131";9.031095913;8.866443057;8.723684215;8.617473894;8.18651484;8.435826708;8.3130533;8.291760028;8.448453256;8.518800859;8.543537124;8.453425796
"C1orf145";5.566027531;5.029202537;6.756373185;6.368916657;5.758831158;7.038426853;6.255215886;5.998199941;6.050834599;7.376708878;6.459021604;4.979907352
"C1orf158";4.988474413;5.011516108;4.731787082;5.060969943;5.00851563;4.854078125;4.735914225;4.829751871;4.886258803;4.917213035;4.931862419;4.952301632
"C1orf159";6.370439324;6.373671095;5.564753064;5.877709525;5.736426945;5.892335379;5.812338017;5.694951302;5.497720973;5.597808377;5.684150136;5.879779566
"C1orf162";5.368187648;4.698476879;11.68411754;11.3061935;10.63087378;10.62051562;11.56919692;11.3113798;10.75368304;10.67908839;11.32779443;11.75962645
"C1orf167";4.453699673;4.583947897;4.527921734;4.734734268;4.602912104;4.659916598;4.844655741;4.540774349;4.93293887;4.647451912;4.612802535;4.550293683
"C1orf168";6.575944072;6.860347681;6.596722696;6.844109756;6.502864328;6.815553689;6.668455619;6.676632969;6.561733617;6.758148821;6.787030867;6.65650404
"C1orf174";8.909197384;9.187147348;8.908663416;8.621062332;8.730982242;8.825449618;8.251041666;8.879663869;8.476090341;9.031611933;8.620333637;8.657091585
"C1orf177";5.826121404;6.106772252;6.451859487;5.983614964;5.679797753;6.083038374;5.691915425;6.340410149;5.508637612;6.370558369;5.635504033;5.967035802
"C1orf180";4.501382645;4.496472356;4.247769082;4.162397127;4.105378748;4.291146975;4.297054137;4.035481492;4.425455357;4.448056725;4.285239813;4.113142571
"C1orf186 /// LOC100505650 /// LOC101929219";4.949030658;4.91738955;4.636240562;4.897444024;4.899905773;4.881185488;4.921744317;4.883467837;5.227882351;4.859311791;4.945391043;4.890282233
"C1orf186 /// LOC101929219";4.798721041;5.030843656;4.864123245;5.207875407;5.191618308;4.866303827;4.94048378;5.590465118;4.932744108;4.814090203;4.900259541;4.84055446
"C1orf192";7.400861169;6.880194593;6.35736037;6.434644212;6.48510348;6.405298235;6.763157166;6.036256415;6.290068643;5.605109296;6.412941284;6.171101321
"C1orf194";4.55853373;4.654703994;4.513294501;4.521627594;4.545094578;4.60983514;4.486962246;4.241503694;4.337367298;4.772379968;4.448833378;4.376467106
"C1orf198";8.677851926;9.043716743;7.25910112;7.592185955;7.214505272;6.890366955;7.244402244;7.62865386;7.380050055;7.31131834;7.170543496;7.061225473
"C1orf200";6.832543279;7.002299903;7.287954124;7.466875776;7.32175373;7.569403089;7.599676072;7.335164641;7.460868358;7.329432093;7.622254012;7.412534985
"C1orf204";4.217974472;4.135560054;4.057604361;4.155809744;3.951906786;4.232286381;4.171259508;4.224048281;4.11644506;4.042250892;4.131259793;4.05638582
"C1orf21";8.267712382;8.270353767;9.882922129;8.860723116;8.139701499;7.530789842;6.998737585;9.959743085;7.500782999;7.503270009;7.972711986;8.738521693
"C1orf210";4.233653774;4.521504201;3.689030195;3.586629465;3.703882017;3.69229941;3.608051768;3.689030195;3.680321978;3.69229941;3.556783279;3.586878297
"C1orf213";6.381418978;7.174673119;6.321253125;5.637800601;6.639348256;6.46565978;6.139425923;6.418003166;6.392004637;6.461798905;5.408640717;5.910239212
"C1orf216";8.387331343;8.306307071;8.066960564;7.611502057;7.730102703;7.937978387;7.501731185;7.58552733;7.688741226;6.968139027;7.756070072;7.864784822
"C1orf220";4.728427273;4.622333524;4.858424845;5.610693386;5.200069997;4.596856597;4.676109799;5.20358726;6.116128146;4.556330539;4.261472174;4.713377134
"C1orf226";6.499133078;6.176117947;5.195727158;5.435609406;6.087981855;5.462235102;5.101887637;5.571839112;5.432282547;5.502573778;5.42029601;5.484321722
"C1orf228";6.164345903;6.28653609;7.742840547;7.772364738;7.042070273;8.757168578;8.445018963;6.876386531;7.991273849;7.48782266;8.63006507;7.76138627
"C1orf233";6.590543723;7.002299903;6.348106096;6.438600586;6.760708284;6.318656614;6.578511083;6.505298401;6.317919281;6.212309406;6.427954613;6.617590211
"C1orf234";3.734041638;3.979067242;3.722225247;3.859355469;4.069942744;4.003971511;3.803652473;3.792877027;3.921869883;3.925833831;3.980482743;3.913166135
"C1orf27";9.220277747;9.170470868;9.12013107;8.969278311;9.131164121;9.29506345;9.034947731;8.918515066;8.904103932;9.349934113;9.238809311;9.178144906
"C1orf35";8.850304217;8.597442722;8.119140306;8.172684212;7.64158525;7.946186243;7.895045362;8.256109761;8.11283998;7.775839614;8.009977051;8.166351661
"C1orf43";11.42141009;11.51396109;10.75857499;10.89748421;10.03960702;10.0337041;10.80398662;10.875954;10.49034538;9.608022808;10.72451034;11.02697654
"C1orf50";7.263231056;7.094189616;7.377670978;7.072033164;7.285538203;7.114936381;7.026355146;7.140812148;7.048036381;7.212039957;7.168617291;7.078634704
"C1orf50 /// LOC100129924";7.658040962;7.26288952;7.688080454;7.48407772;7.710503341;7.259044639;7.24415255;7.512760505;7.529702927;7.571154246;7.114496051;7.462754593
"C1orf52";9.891662415;9.768877662;9.842315747;9.790577313;10.69520825;10.32649235;10.03444575;9.741863107;10.20234792;10.61574099;10.00260447;9.863430671
"C1orf53";6.661744193;6.779665577;6.582948031;6.652647886;6.432967289;6.43715227;6.619906229;6.672588329;6.457342554;6.275708889;6.567664041;6.851061782
"C1orf54";6.298122345;5.995202252;6.655767834;6.241301484;6.407071673;6.216705869;6.913328833;5.589717928;5.71751589;6.010518056;6.463955365;6.43472187
"C1orf56";8.212641369;8.006307809;9.704317864;9.468384095;9.143615557;9.484278342;9.534870741;9.877182772;9.427934666;9.232684738;9.685647939;9.436774837
"C1orf61";8.353745025;8.350051788;6.968636219;6.813549516;6.795731613;6.626040117;6.572761043;7.023727181;6.62826582;6.981363687;6.644300168;6.780445005
"C1orf64";5.180794493;5.422400238;5.257993719;5.275772469;5.174490315;5.224443055;5.153260507;5.148488674;5.286625356;5.250307311;5.609541746;5.343223161
"C1orf68";6.360701921;6.521819628;5.97767196;6.155037598;5.654061258;5.9470677;6.281187547;5.948887234;5.8983199;5.841807255;6.028227655;6.065658868
"C1orf74";5.498132917;5.444399012;8.906251911;8.803478428;8.250121005;9.383824308;8.966891811;8.684027893;8.764108116;9.005044672;9.371012595;8.412600031
"C1orf85";7.718759031;7.73778285;7.729208569;7.473700397;7.178412;7.067147291;7.537965116;7.269776504;7.219595955;7.031993225;7.139521309;7.805703311
"C1orf86";7.563056746;7.729885677;6.799083039;7.2215264;6.255050283;6.338339879;6.642942132;7.079082245;6.696178667;6.322030918;6.710767594;7.113450266
"C1orf87";3.926279779;3.98887546;3.887347893;4.00073007;3.896725924;3.940941356;4.055114761;3.87873537;3.943494496;3.886160305;3.937249095;3.865945239
"C1orf94";5.805217539;5.705180678;5.282618896;5.498773315;5.329812307;5.41918598;5.421372379;5.352514101;5.408361509;5.39462984;5.45744875;5.558583585
"C1orf95";5.59426395;6.088142318;6.218120253;6.362480846;5.850185811;6.080404746;6.063981209;6.091180162;6.194250964;5.939051185;6.156546586;6.079695451
"C1QA";5.389613549;5.562328098;5.635381911;5.552082656;5.377952364;5.498527277;5.72939011;5.384363853;5.590257635;5.595002841;5.715086583;5.519208317
"C1QB";4.411723949;4.591338922;4.548612193;4.620351943;4.599700959;4.542775391;4.639903886;4.529319513;4.590166978;4.571995716;4.73175555;4.673190863
"C1QBP";12.28600757;12.23505314;11.36473291;11.48387189;11.46364033;11.46615935;11.27853633;11.38847687;11.4972032;11.4083939;11.38190885;11.36176794
"C1QC";3.665274453;3.969364274;3.785784344;3.868420496;3.402053752;3.936030397;3.758685645;3.76433323;3.875149275;3.638738086;3.883017112;3.728548045
"C1QL1";6.292533958;6.254303935;5.679941754;5.64596182;5.380859689;5.281289479;5.802483412;5.448954423;5.689313149;5.802286093;5.57370158;5.367475794
"C1QTNF1";6.001510177;6.268023758;5.628928502;5.722910957;5.531707639;5.579110634;5.662040738;5.493552779;5.753703106;5.422300298;5.830439599;5.739982748
"C1QTNF1-AS1";4.525350618;4.614233368;4.290732483;4.53191323;4.521849502;4.425588302;4.456443856;4.258689737;4.529446705;4.448880827;4.425778331;4.435304246
"C1QTNF2";5.077663092;5.445281551;5.095034139;5.205352525;5.224712084;5.077258506;5.359548537;5.143822468;5.001298753;4.936740087;5.017972626;5.081316623
"C1QTNF3";6.046996448;6.521583538;6.625043357;6.544125275;5.91521624;6.603483572;6.286778424;6.818529701;6.429553192;6.540965655;6.402433184;5.994378751
"C1QTNF4";5.404377559;5.501390288;5.111367808;5.216754014;4.920194808;4.945438402;5.179276955;5.205916915;4.952224964;4.870449064;5.179276955;5.178813002
"C1QTNF5 /// MFRP";6.374312504;6.523976941;6.464798743;6.517570101;6.519103038;6.540996212;6.57854987;6.286609412;6.601646467;6.542157182;6.735076231;6.43327815
"C1QTNF6";6.068634463;6.262668072;5.928420526;5.497720973;5.247854847;5.337915975;5.695571328;5.755209511;5.542865897;5.544291007;6.011630895;5.600371899
"C1QTNF7";4.04088457;4.245682199;4.268705543;4.236009536;6.344697568;5.814937556;4.99237436;5.136730219;5.292198014;6.703767805;4.753022792;4.479196049
"C1QTNF9 /// C1QTNF9B";3.035481689;3.161160701;3.095610315;3.079496698;3.039634507;2.994719272;3.228497606;2.955927179;3.094336288;3.112699203;3.012126521;2.949688298
"C1QTNF9B-AS1";5.446817318;5.617500298;4.452194446;5.00564954;4.634655241;4.465380044;4.551632003;4.592610949;4.400473444;4.513691592;4.477004059;4.54858816
"C1R";5.658545025;5.225050836;5.116326431;5.272985137;5.237195347;5.271146318;5.245660383;5.494141164;5.123691666;5.983817643;5.024822894;5.502877425
"C1RL";7.344137183;7.264165054;8.035697796;7.750679409;9.493614529;8.657438353;8.222877856;8.193357113;8.727163394;9.39221138;8.033172566;7.842964897
"C1RL-AS1";6.244349641;6.04011385;5.915852539;5.94536758;5.853909613;6.299529405;6.222296519;5.807969098;6.090138812;6.074426159;6.215078039;5.733668064
"C1S";5.087412616;4.780480462;4.710744879;4.562519476;4.781215657;4.788928862;4.311473139;4.68565286;4.57802425;4.683893959;4.331160619;4.599595125
"C2";5.431306917;5.216047874;5.150488361;5.196842212;4.895251788;5.007544444;5.443287856;4.954930739;5.189274397;5.208676274;5.296344591;5.550911682
"C20orf141";6.973900621;7.012129913;6.715206908;6.987904468;6.951333443;6.744084757;6.988649812;6.75487777;6.935202773;6.952867685;6.803222445;7.043768324
"C20orf144";4.784200916;4.703371424;4.360084606;4.561437201;4.189855665;4.414673799;4.361877213;4.585901123;4.275559012;4.497226554;4.129577322;4.489745452
"C20orf166";6.831438421;7.178587795;6.656113594;6.769262084;6.528567412;6.635541119;6.767578565;6.656774475;6.514618998;6.6535107;6.631383576;6.542835929
"C20orf166-AS1";6.691559322;6.957373141;6.705870909;6.828212303;6.676517411;6.730232139;7.023140873;6.861892705;6.985822976;6.785107227;6.964868655;7.05122658
"C20orf173";4.780138166;4.873143533;4.999365868;5.143823666;4.798018411;4.975739305;5.295614616;5.159163355;4.979491297;5.255121406;5.156345528;4.918366006
"C20orf181";6.894291066;7.23324094;7.003261781;7.03139738;6.903565169;7.046127351;7.151555193;7.138765811;7.079465139;7.136521751;7.23173808;6.987217202
"C20orf187 /// C20orf187";3.397533539;3.436935208;3.27297556;3.299515228;3.409036082;3.314400876;3.324592788;3.336545074;3.28455469;3.268191319;3.238927501;3.304864645
"C20orf194";7.047238301;6.936239688;7.147478861;6.532651792;6.526254419;6.785540819;7.120710265;6.565060989;6.479441978;6.657559327;6.821578012;7.479281294
"C20orf195";6.656216592;6.809887486;6.543751871;6.875640976;6.42780569;6.515027219;6.784088464;6.637684957;6.496989154;6.551476292;6.802346665;6.527812536
"C20orf196";6.682087908;5.975935299;7.304572196;7.312373537;6.540060216;7.084321737;7.310977412;7.465880603;6.976755613;6.251097081;7.15190007;7.197002113
"C20orf197";3.173930374;3.152533614;4.31901569;3.726764611;5.645404522;3.591084008;3.862233877;4.590875899;3.787713911;4.887751935;4.188181602;3.944619522
"C20orf202";5.833401884;6.017869307;5.788036981;5.995321538;6.015105043;5.941713232;5.980235067;5.99799675;6.140874726;5.933650164;6.087334868;5.964677535
"C20orf203";4.869808705;5.066962722;5.003797653;5.041862486;5.093435245;5.101602625;5.204471778;4.912412496;5.112542199;5.293548112;5.163933594;5.117894303
"C20orf24 /// TGIF2-C20orf24";10.60024713;10.67074851;10.7628002;10.55072008;11.49062808;10.9703897;11.0939159;10.838197;11.08882957;11.57384256;10.5634176;11.00465158
"C20orf26";4.933038406;5.258455225;4.998084134;4.709384441;4.992560564;5.077258506;4.81923596;4.916296881;4.886258803;5.009060056;5.018944663;4.923133003
"C20orf27";9.312459801;8.900502288;8.26720675;8.300303484;7.101778569;7.706482478;8.33042186;8.308402408;8.0868477;7.204612825;8.156297404;8.745846933
"C20orf57 /// DUSP15";4.528027603;4.411570856;4.250295413;4.120031982;4.034883791;4.175549147;4.069607912;4.247917771;4.192679763;4.062547594;4.266494639;4.053414138
"C20orf62";4.054937535;4.554078981;4.22991808;4.071593174;3.895363742;4.226826959;4.074623244;4.2050621;4.004386408;4.357074588;4.401563266;3.885415822
