"GSM1570043";"GSM1570044";"GSM1570045";"GSM1570046";"GSM1570047";"GSM1570048";"GSM1570049";"GSM1570050";"GSM1570051";"GSM1570052";"GSM1570053";"GSM1570054"
"PLK3";8.451881003;8.618629776;8.022208397;7.970006658;7.993558347;7.588851942;7.952069483;8.064496052;8.27334077;7.734973937;7.825323537;8.047049103
"PLK4";9.357767463;9.027317673;7.545136931;7.803221503;7.973496488;7.195873793;7.264597829;7.885961117;7.314485042;7.856297215;7.378845548;7.743770981
"PLK5";6.203069119;6.21003699;6.013084543;6.232116566;6.014717398;6.224659265;6.383770959;6.322649915;6.18341367;6.193829717;6.244492511;6.163867775
"PLLP";6.912179162;6.38643556;5.727441128;6.100586665;5.610796434;5.847142762;5.973288991;5.576434371;5.514337881;5.750258078;5.684798441;5.85545446
"PLN";4.187397215;4.959213972;7.690238397;7.104610107;7.291933143;8.794136906;8.435132178;7.500145153;7.745343789;8.166702553;8.799650582;8.197482717
"PLOD1";9.280397614;9.370217528;8.331162559;8.359931888;8.084548533;7.732704822;8.022621896;8.368057185;8.148813463;8.036609919;7.865399599;8.529365607
"PLOD2";8.898503057;8.732624235;7.195939577;7.280483798;7.297878365;6.586365694;7.040907217;7.05298526;6.935245093;6.78001705;7.010715138;7.038716565
"PLOD3";9.211776904;9.11278418;8.489282408;8.47405312;7.878019716;7.850501836;8.257776911;8.403557593;8.188364269;8.13544614;8.029034375;8.50071549
"PLP1";3.224948125;3.153352406;2.946483323;2.874265255;2.920653495;2.948224849;2.804608153;3.033341061;2.979912801;2.975401992;3.132681078;2.883709356
"PLP2";11.49005739;11.56668166;11.34250845;11.3825177;10.89176519;10.82855258;11.49447098;11.09314705;11.28611536;10.84617026;11.25578146;11.55796354
"PLRG1";10.67598178;10.50716504;9.866087035;9.788148535;9.569146267;9.698881984;9.769486712;9.773457778;9.751836607;9.68168536;9.67763899;9.80472598
"PLS1";8.315475802;8.473430881;6.58051693;6.689803003;7.379028428;6.654084448;6.337310526;6.592814932;6.695537883;7.25522489;6.278993116;6.410787795
"PLS3";10.26870546;10.19731994;8.634389502;8.666061405;9.11697607;8.681426769;8.277941256;8.486387459;8.356050982;8.866170634;8.116613439;8.66139645
"PLSCR1";9.16570727;9.129652549;9.6669588;9.284347588;9.843850546;8.964417169;9.988920288;9.371362483;9.337723215;9.950788884;9.425417368;10.00635798
"PLSCR2";4.368843092;4.111434442;3.974958388;4.029015589;4.117794164;4.378635858;4.285572495;4.097319177;4.380866322;4.248991593;4.262501132;4.03396961
"PLSCR3 /// TMEM256-PLSCR3";9.795585042;10.00050263;10.1559961;10.05144241;9.706042765;10.64881308;10.2221178;10.11051665;10.24131311;10.51382736;10.46278025;9.986383126
"PLSCR4";5.192484442;4.646075876;3.947691037;3.824763172;3.93378592;3.661249559;3.703156102;3.697169576;3.93378592;4.478766759;3.700382396;3.799188299
"PLTP";6.194430957;5.852236626;5.89067449;5.61396025;5.56268336;5.169648371;5.220291078;5.798103078;5.673582486;5.402697849;5.456628589;5.89678972
"PLVAP";6.949211414;7.033539026;6.804950488;7.002394255;6.939168413;7.078403854;6.990133559;6.988164504;6.916676761;6.987331547;6.968673274;6.864200301
"PLXDC1";6.387670949;6.116946875;7.841210382;7.050186898;6.867926517;9.311792956;8.184704973;7.358615012;8.095440004;8.71523291;8.83118487;6.474943002
"PLXDC2";5.489871188;5.342218167;9.801001064;9.285489032;9.716309488;8.969939638;10.41052128;8.750158701;9.464566835;9.961862126;9.370292172;10.66527836
"PLXNA1";7.950659185;8.134737786;7.405409038;7.464925332;7.500512334;7.351200276;7.45915967;7.461829946;7.295994073;7.358615012;7.294098524;7.398770917
"PLXNA2";5.510792875;5.818448787;5.343169632;5.52517229;5.792745321;5.408856086;5.594251863;5.514285335;5.497720973;5.735571547;5.477619789;5.583166153
"PLXNA3";7.758729173;7.961201738;7.134299085;7.233575378;7.141747825;7.297550523;7.155086689;7.252980507;7.328263971;7.085020483;7.371190999;7.31812192
"PLXNA4";6.342658779;6.378653623;6.88680384;6.490739271;6.690538626;6.457342554;6.025182058;6.359194778;6.229534059;6.161661228;6.343771884;6.433946885
"PLXNB1";6.44853887;6.838626893;5.952766972;6.14476216;5.717633624;5.497374257;5.814937556;5.99742968;5.765070105;5.532959032;5.883239378;5.879539898
"PLXNB2";7.89567455;7.97541766;7.679589529;7.182268771;6.544910763;6.394857187;7.541291385;7.314206296;7.054118592;6.533774878;7.296951102;7.920088194
"PLXNB3";5.600626434;5.467991571;5.432072691;5.509969077;5.347605464;5.307801262;5.450104659;5.335850911;5.148269755;5.3780021;5.166893896;5.369699533
"PLXNC1";5.884134634;6.228445;9.259212181;8.835841876;10.44360665;9.810153774;9.927459235;9.318560163;10.12279895;10.24560334;9.173625196;9.732610176
"PLXND1";8.540291901;8.730566511;9.000434531;8.963501077;8.334236433;8.277893922;8.876022729;9.146622275;8.191579535;8.488549824;8.713349451;8.979025827
"PM20D1";3.532874604;3.485647477;3.685909418;3.466458172;3.512774934;3.650272981;3.550876029;3.583494163;3.486476225;3.557066937;3.575922717;3.879742569
"PM20D2";9.546793527;9.688782399;8.63217297;8.780456883;8.857320281;9.029147586;8.413162003;8.901395609;9.00003814;9.039184006;8.679487758;8.562122696
"PMAIP1";10.66734993;10.56741657;9.878487248;9.777842844;9.977927586;9.476451785;9.946695031;9.828796633;9.954517283;9.893906505;9.637583375;10.22333454
"PMCH";8.083901881;8.01477331;6.488978039;6.302984151;6.946858142;6.346447957;6.135824482;6.45286578;6.700961583;6.524694086;6.491166672;6.329866597
"PMCHL1";6.983665046;7.37922071;5.6392475;5.24413354;5.604274657;5.308125725;4.757980368;5.382129604;5.440376521;5.699386999;5.53551341;5.276480009
"PMCHL2";3.864042381;3.888302222;3.826431961;3.823958491;3.77112582;3.704459103;4.056337138;3.868200596;3.853224792;3.846403351;3.91338669;3.89747453
"PMEL";7.584571937;7.433679303;6.975416496;6.972932512;6.78246664;7.075424945;7.293171929;7.123142377;7.244308914;6.949778676;7.568874734;7.130339871
"PMEPA1";5.325543833;5.248535024;6.466505733;8.479754644;7.403489713;7.259104164;6.635963556;7.604233947;8.81008696;6.007029028;6.950274626;7.110085521
"PMF1";8.064606155;8.380896477;8.096733023;7.967013966;7.928889965;7.915604292;8.233682653;8.225766948;8.301286824;8.043459309;8.366273009;8.276648599
"PMFBP1";6.436977833;5.462485507;4.616039073;4.820144458;4.449728644;4.699274776;5.105796298;4.821751133;4.79538091;4.745354801;4.558858646;4.766922801
"PML";7.85563903;8.087434505;8.229412586;8.378059078;8.052239626;7.779557453;8.182481623;8.12628443;8.293980158;8.22425803;8.310219302;8.236510554
"PMM1";8.53818588;8.426936659;7.90500209;7.929594814;7.951213675;7.882364295;7.729696806;8.010734486;7.928830826;7.526692268;7.695388263;7.954788574
"PMM2";8.122281631;8.111128897;7.498381828;7.558724786;7.459221142;7.491371371;7.531527483;7.423484742;7.45871248;7.488757158;7.362972224;7.538848512
"PMP2";4.410797173;4.925555468;4.554706205;4.707594483;4.608985362;4.644082559;4.612368216;4.557406848;4.646614116;4.601514015;4.528053657;4.687060811
"PMP22";9.661223344;9.638498163;7.753494218;8.024602716;8.185408458;7.685764199;7.84128771;8.028515349;7.915706508;7.829123424;7.641720983;7.987949194
"PMPCA";8.622437523;8.446018118;7.619233214;7.826666569;7.517802868;7.485224239;7.470625388;7.72870136;7.45494545;7.227170628;7.531971147;7.704432017
"PMPCB";9.93809964;9.976860076;9.596160624;9.517905437;9.669214457;9.679144002;9.588995203;9.661437307;9.447280212;9.790370631;9.679546162;9.559162346
"PMS1";9.440834054;9.54600869;8.740329156;8.518328628;8.981421396;8.780165641;8.190112599;8.744533494;8.625421058;8.913459489;8.484195378;8.558668845
"PMS2 /// PMS2CL";9.459939088;9.47877999;9.076440519;8.995625045;8.765556772;8.652538895;8.948034763;8.819791905;8.735401055;8.211494594;9.12873559;8.93919696
"PMS2L2";5.758234746;5.609144674;5.33317023;5.979349004;5.018839255;5.844659484;5.624308388;5.472138315;5.285394497;4.863403355;5.774510813;5.303269814
"PMS2P1";9.385060293;9.551820743;9.371278359;9.50084339;8.715572059;9.27641624;9.345858092;9.465917036;9.258654477;8.627963367;9.523145454;9.157260601
"PMS2P1 /// PMS2P5";7.92584281;8.211184654;7.697114543;7.749697739;7.798068814;7.881343732;7.718379705;7.854958187;7.763101117;7.766762102;8.076139844;7.301329261
"PMS2P3";9.504458947;9.536410065;9.447218685;9.495799095;8.881425527;9.389662294;9.386187565;9.471920824;9.386766278;8.805107326;9.778097357;9.287706244
"PMS2P4";6.210860767;6.607329525;6.553716035;6.457290542;6.370333039;6.723960236;6.418822098;6.513676951;6.699838496;6.229982229;6.777777952;5.589409848
"PMS2P5";6.97511471;7.093404425;5.978395278;5.894514567;4.654861957;5.172479528;5.904623786;5.73853308;5.758074773;4.32673844;5.974270377;5.782898299
"PMS2P5 /// PMS2P9";9.430531061;9.515744447;9.429004526;9.489180218;8.802912108;9.468115945;9.311134122;9.557752679;9.395783173;8.892694072;9.818001324;9.314443022
"PMS2P8";9.482317864;9.576447194;9.424904865;9.649473343;8.781467214;9.386638902;9.414412278;9.471388356;9.473252674;8.858533305;9.79005603;9.297028921
"PMVK";8.607825631;8.573897509;8.227667184;8.334155491;6.771251736;7.468383919;8.151195061;8.132663638;7.886388317;7.333491267;7.875038064;8.244356346
"PNCK";6.098307126;6.71916735;6.152311026;6.485059025;5.869541677;6.343395653;6.309608616;6.103809959;6.309608616;6.193451107;6.198359066;6.414312149
"PNISR";10.47129136;10.4060544;10.78672462;10.93285761;11.13155962;11.50048716;11.13496075;10.7768099;11.2373667;11.46652622;11.37897327;10.88135258
"PNKD";9.414117673;9.25807961;8.909438255;8.817986387;8.553749295;8.352183555;8.516009602;8.91402686;8.562385731;8.068625341;8.578503212;8.682225794
"PNKP";8.022775011;8.086659792;7.750390304;7.860833516;7.766333396;7.644127028;7.756102474;7.972555482;7.690919301;7.87112294;7.55223297;7.735651927
"PNLDC1";5.329429311;5.4286666;5.351846719;5.448338597;5.215997788;5.320528685;5.549413621;5.351846719;5.284171417;5.246253416;5.389369851;5.46561063
"PNLIP";5.416721709;5.249827512;5.157926276;5.060969943;4.97959856;5.194748966;5.229771798;4.950671687;5.084187137;5.10554944;5.164693675;4.97959856
"PNLIPRP1";5.268414359;5.545814608;5.190501969;5.301049789;5.085145491;5.215248066;5.303715865;5.187512882;5.188860342;5.404928437;5.37273361;5.175235533
"PNLIPRP2";4.069252908;4.263049533;3.951411984;3.971056521;3.855347563;3.840127716;3.844813998;3.939285185;3.923769381;3.707399962;3.926305184;3.913193842
"PNLIPRP3";4.210540915;3.9389972;3.908956343;3.930087631;4.01523175;4.021736321;3.91866974;3.879110157;3.908667235;3.972337431;3.959653694;4.028603595
"PNMA1";9.142094505;9.089618502;8.96563449;8.782012017;8.94210024;9.228972377;8.593965654;8.819091278;8.917886151;9.145799369;8.908649719;8.733291852
"PNMA2";5.522117452;5.094479819;5.010806866;4.831047939;4.950781409;4.586218086;4.839166643;4.747428286;4.808323162;5.116324285;4.615551589;4.750404562
"PNMA3";5.785093306;6.01675303;6.235743246;6.158794287;5.753412019;6.74286537;6.449842415;6.133277853;6.271406444;6.240097565;6.657967279;6.206627604
"PNMA6A";6.110038658;6.48140371;6.577690255;6.603215566;6.85825405;6.774477889;6.579342058;6.580761903;6.897046791;6.854297702;6.815676878;6.490008061
"PNMAL1";3.480451547;3.62863616;3.606563109;3.640421187;3.403663652;3.707793541;3.69442275;3.516169625;3.62580787;4.384303769;3.624270388;3.497287291
"PNMAL2";5.918799304;5.937001846;5.859730933;5.86603273;5.76165813;5.896211207;5.900495502;5.816425934;6.050077183;5.695887764;6.154832926;5.987997374
"PNMT";6.857156588;6.939960145;6.610760603;6.707205632;6.558331167;6.69408932;6.609895571;6.677536658;6.570432566;6.482775222;6.659196758;6.580112753
"PNN";11.91981914;11.77730484;11.65299668;11.6585258;11.31638567;11.77961227;11.68775364;11.51287745;11.44819743;11.59121156;11.86396898;11.58153213
"PNO1";11.23408713;11.21934136;11.41403332;11.37640377;11.20921379;11.40967082;11.41533042;11.35930479;11.51569333;11.15209259;11.50065824;11.387515
"PNOC";4.875517805;4.609063333;5.930699398;8.394396616;7.855337588;6.5345742;6.741026842;7.757303069;8.430739017;5.985491276;6.471674813;7.28053552
"PNP";8.782575272;8.868249711;8.605448568;8.366108123;8.382909665;8.276065118;8.231099029;8.519592586;8.219506423;8.37054936;8.526051435;8.704321732
"PNPLA1";4.496051399;4.022457946;4.192860268;4.248322298;4.440275551;4.1311406;4.192548816;4.093417224;4.271947501;5.104971286;4.082428071;4.382247916
"PNPLA2";8.375510616;8.564419546;8.630176572;8.676990805;8.550857398;8.546990646;8.724629982;8.584644953;8.815185539;8.884789738;8.714594126;8.782419183
"PNPLA3";7.473898917;8.125300904;5.803988186;5.93606193;6.579220831;6.041145536;5.539679805;6.359426319;6.60375343;5.21705045;5.306645854;5.863527649
"PNPLA4";8.607777417;8.67843893;7.342592915;7.886438328;7.181785134;7.101033108;7.720191896;7.487857449;7.57571848;7.413009695;7.30712135;7.59157333
"PNPLA5";6.362460603;6.348234002;6.010469382;6.143739498;5.983914252;5.772966706;6.022512128;6.052107464;6.161695951;6.069647422;6.08169987;6.151949008
"PNPLA6";7.601580786;7.988424617;7.548526385;7.660964186;7.078406478;7.28642777;7.670435518;7.45143282;7.52907299;7.38730573;7.357149194;7.700741421
"PNPLA7";5.204036193;5.780336746;5.497868381;5.820231773;5.455812745;5.704786076;5.539460794;5.575811711;5.624308388;5.71156611;5.546637917;5.454477254
"PNPLA8";7.727196187;7.810651431;8.436275088;8.269531312;9.38418707;8.67302443;8.530160511;8.30988628;8.600873068;9.260265927;8.112376652;8.498001685
"PNPO";10.71580815;10.75790949;9.644207464;9.649397853;9.177444129;9.298143305;9.5634079;9.555024161;9.459322184;9.229408068;9.388823582;9.691479489
"PNPT1";9.574359413;9.447153907;8.492307609;8.458218821;8.517459919;8.258651678;8.469698796;8.428079834;8.478105079;8.553009192;8.335663379;8.350225019
"PNRC1";8.615154667;9.046233856;11.70099588;11.68962215;11.76644944;11.7188826;11.72529844;11.76184375;11.79225306;11.73628078;11.72859546;11.71628932
"PNRC2";9.857463337;9.956156805;10.5543758;10.42543459;10.34609359;10.43839774;10.4307022;10.56384621;10.28447172;10.2467381;10.54495862;10.42972788
"POC1A";8.414038461;8.43665739;6.86173986;7.419647;7.24570952;6.924385388;6.869621231;7.137901041;7.045697381;7.216513326;6.965983546;7.108466883
"POC1B";7.654753619;7.949220453;8.060433657;7.697711464;8.097456752;7.781119639;7.390309541;8.098815087;7.831712992;8.240970405;7.73044217;7.762372888
"POC5";8.322279615;7.879915835;7.860684461;7.55750883;7.270974943;7.65847964;7.571514129;7.547184125;7.534324076;7.105428924;7.639428174;7.662441562
"PODN";5.714940232;6.172550311;5.810871764;6.261333088;5.714975119;6.191931898;6.092453134;5.816994503;6.046318836;5.992080508;6.081627095;6.027078648
"PODNL1";7.13941651;7.166184832;7.077411017;7.000027959;7.207329832;7.491811546;7.338024707;7.040555529;7.258735935;7.314101003;7.319108036;7.144091273
"PODXL";8.89336411;8.647644418;7.741487096;7.941837051;8.168024618;8.161124555;7.761232302;7.71522242;8.011492886;8.155513944;7.843602886;7.753852247
"PODXL2";7.179654698;7.249633613;6.80114423;6.955303938;6.467096146;6.640343195;6.882656072;6.738427612;6.908198452;6.614678172;6.746304057;6.884677656
"POF1B";5.472634755;5.412519424;4.448169584;4.860093779;4.821923376;4.675136535;4.630536336;4.799618755;4.884649901;4.619499952;4.736188081;4.500788523
"POFUT1";8.792641354;8.709346282;8.479701288;8.481500708;8.612920947;8.343722636;8.517243814;7.894980388;8.080385046;8.323095212;8.245731189;8.306821416
"POFUT2";7.959022001;7.91709883;7.932052641;7.590455751;8.592441915;8.22571551;7.841499005;7.884573433;8.048790669;8.80390523;7.955649495;7.656696233
"POGK";9.518235234;9.569716583;9.479860557;9.411593221;9.164372854;9.323827105;9.534830135;9.368851632;9.221279465;9.08127405;9.28390241;9.638561704
"POGLUT1";8.070260173;7.853543797;8.182233321;7.937325634;7.545055666;7.856158857;7.868384371;8.032751712;7.68682215;7.560048458;8.003649494;7.983545843
"POGZ";8.422655896;8.160792357;8.124087719;8.206330843;8.372527516;8.175386434;8.170775593;7.97353121;7.927424844;8.401775353;8.253328579;8.138987742
"POLA1";10.06354658;9.738703328;8.974142369;8.47034824;9.233909344;8.523481162;8.508799191;9.07213661;9.00777049;8.935118723;8.56525568;8.535097329
"POLA2";8.452741279;8.479338309;7.734063715;7.668213701;7.245616674;7.153758762;7.582055876;7.570696574;7.430081097;7.305298019;7.599908021;7.535969649
"POLB";9.339382642;9.322951631;8.797995498;8.567249419;9.606834848;9.1547251;9.006625643;8.961003383;9.189184926;9.533540267;8.374233631;8.918997281
"POLD1";6.682259889;6.824773662;5.495451234;5.947143404;5.529906978;5.573874038;5.519906966;5.881992462;5.402732353;5.769829662;5.355070684;5.676952487
"POLD2";9.986396027;10.08794249;8.791904637;8.930888669;8.839846924;8.606510583;8.695545152;8.738002205;8.795724301;8.488995133;8.745701567;8.882075516
"POLD3";8.845682749;8.809022964;8.23335125;8.310537443;8.371025218;7.803688491;8.336862822;7.983638887;7.937117911;8.004630875;8.205569517;8.653890799
"POLD4";7.292398912;7.459178433;7.572369828;8.138300359;7.14738906;7.412897857;7.821074828;7.875714617;7.796824086;7.054753418;7.59802936;7.871672585
"POLDIP2";9.639382164;9.380432134;8.899801923;8.723596218;8.681523615;8.783167933;8.800798064;8.765026238;8.926205371;8.907452603;8.607469212;8.865889362
"POLDIP3";9.233000732;9.423226083;8.940723312;9.279553395;8.091305077;8.267860129;8.807725576;8.892155809;8.676833551;7.921096576;8.936187994;8.905135893
"POLDIP3 /// RRP7B";5.339345375;5.453573005;5.047123977;4.981836758;4.971616547;5.018013559;4.980021599;4.926344392;5.102637933;5.165938243;4.905019448;4.88773886
"POLE";8.470573201;8.872298974;7.415245293;7.549847502;7.615645372;7.337569012;7.319713661;7.232951325;7.529805235;7.572294278;7.29784663;7.427139817
"POLE2";9.499021688;9.385289713;7.689529115;8.074968419;8.624295338;8.00883979;7.899767208;7.979856834;8.144947824;8.500270916;7.577824745;8.1224702
"POLE3";9.670126607;9.662023124;9.194282057;8.966945507;8.855207556;8.965124707;8.867931803;9.00732164;9.015984258;8.033170874;8.997039221;9.139204356
"POLE4";9.15153469;9.248068011;9.853628031;9.773201117;9.253727127;9.294813234;10.05706043;9.541593366;9.194325189;9.253107071;9.54861037;10.07162443
"POLG";9.799882025;9.84326105;9.879768373;9.665221428;9.541707859;9.467768358;9.384325187;9.799103793;9.35095497;9.626994308;9.425431471;9.46320671
"POLG2";9.334357207;9.201628361;8.384448109;8.612206874;8.515592546;8.620316748;8.476288185;8.58172118;8.613856989;8.675628845;8.721303663;8.483374149
"POLH";8.638134838;8.509872513;8.140404621;8.267831085;7.295163332;8.049121718;8.060387777;8.262505522;8.204289284;7.477834155;8.257255126;8.097007075
"POLI";8.300046266;8.001965492;7.772918662;8.050408561;7.751726617;8.039581945;7.718053565;7.819354495;7.332284417;7.868666289;7.547697825;7.914429891
"POLK";7.749743654;8.022576155;7.915629065;7.869712622;7.541121172;7.707106272;8.220280065;7.864444422;7.633341428;7.635973427;7.863693218;8.44061963
"POLL";7.99596149;8.161913311;7.67779007;7.858587924;7.609848056;7.479491656;7.713052174;7.906653285;7.795838869;7.553455578;7.762339708;7.913512768
"POLM";7.696140645;7.291557278;7.557708018;7.847778368;7.765712233;8.043788187;7.825287421;8.085762202;7.957784361;7.47215596;7.518460238;7.618523375
"POLN";6.53587047;6.547315175;6.137119207;6.08763608;5.990601563;5.931774016;6.232641158;6.09200933;6.033171918;6.100661914;6.062456821;6.181067547
"POLQ";7.587532851;7.294789522;6.217771638;6.046318836;6.133748136;5.827539337;5.885590211;5.706428945;5.969770145;5.794751528;5.511900663;6.195068998
"POLR1A";7.696923844;7.532323841;6.634759334;6.88977226;6.56155347;6.495084014;6.635963556;7.081314547;6.441871886;6.577571856;6.613987665;6.763506092
"POLR1B";9.755773186;9.636505064;8.772438463;8.751654493;8.598546781;8.5219028;8.510474071;8.997462582;8.664827418;8.690060795;8.807474481;8.680762475
"POLR1C";10.94975591;10.84787374;9.933598918;9.96693198;10.21162984;9.989180941;10.13051164;9.894058809;10.17120818;10.17226403;10.15658558;10.07904963
"POLR1D";10.76126958;10.79647019;10.19102327;10.19979489;10.0799637;10.07074397;10.27263184;10.10650303;9.995736816;10.22304666;10.10836741;10.32888254
"POLR1E";9.823101579;9.68544121;8.800952328;8.860381613;8.872625975;8.657774515;8.606949532;8.883105653;8.672214992;8.615673786;8.746458401;8.655119633
"POLR2A";9.851339764;10.05107741;9.262523822;9.317111667;9.263296406;9.426301607;9.152496178;9.352995952;9.383291097;9.109505768;9.100883847;9.44233212
"POLR2B";11.91160891;11.90929075;11.68428053;11.71576365;11.5841628;11.65951484;11.40855325;11.57716941;11.63191064;11.68677227;11.47257697;11.63426088
"POLR2C";9.969638009;10.01160583;9.173416188;9.34826174;9.406834947;9.148955957;9.114522953;9.562248441;9.383150287;9.256794629;9.213949195;9.171123678
"POLR2D";9.316797293;9.354543408;8.473067831;8.344337926;8.24248809;8.161964537;8.185663522;8.364667845;8.257238005;8.016782251;8.15231722;8.3923114
"POLR2E";8.875560149;9.167685517;8.325682893;8.413786785;7.365192825;8.161732993;8.281352225;8.280016957;8.283052972;7.586393636;8.235035178;8.536741616
"POLR2F";10.80069438;10.69228498;10.05345317;9.985457509;9.615845041;9.63341054;9.889180784;10.06002252;9.964090719;9.226077737;9.674275877;10.02604954
"POLR2G";10.95027949;11.05291724;10.61849443;10.56914429;10.0998877;10.08300424;10.49135306;10.64539204;10.43603042;10.05743392;10.34077329;10.53804809
"POLR2H";11.8923351;11.86702257;10.9544513;11.01625523;10.57891846;10.79153404;10.87648826;11.01866452;11.0084493;10.52113026;10.82819569;10.83646899
"POLR2I";10.81807953;10.91427959;10.03212667;9.987322848;9.53389351;9.541446267;9.760970834;9.908127924;9.645161977;9.500147765;9.589097211;9.861432089
"POLR2J";11.02650171;11.15202858;10.99279684;10.84297326;10.75513233;10.87350597;10.85869318;10.97032459;11.01626668;10.7506927;10.88773379;10.99924626
"POLR2J /// POLR2J2 /// POLR2J3 /// POLR2J4 /// UPK3BL";9.646055413;9.647336016;9.954827816;9.930937732;9.447074717;9.979357258;9.97521018;9.978493205;10.01256258;9.681877525;10.38846138;9.976969013
"POLR2J /// POLR2J2 /// POLR2J3 /// UPK3BL";7.806302279;7.901093455;8.328843418;8.433947797;7.4068786;8.593220105;8.66423745;8.081669533;8.361013793;7.856569275;9.08468674;8.286476125
"POLR2J2";7.248686939;7.386822077;7.416157338;7.6438524;7.451344441;8.047687858;7.707447653;7.793154936;7.696741696;7.807608259;7.908161893;7.58035655
"POLR2J4";9.818550383;9.992047361;10.73427949;10.74149863;10.17108304;11.30955755;11.15445402;10.64472529;10.93202233;10.47284139;11.64257994;10.65920413
"POLR2K";10.84231953;10.96831254;10.32947723;10.39047655;9.940855762;9.988558257;10.1418901;10.47886614;10.13175196;9.868570811;10.13945951;10.27814372
"POLR2L";12.00592723;12.12862406;11.50581688;11.56090516;10.70740173;10.75757502;11.4096959;11.52924981;11.17175004;10.37842588;11.16561106;11.63942971
"POLR3A";8.458468508;8.305320374;7.952844361;7.761610678;8.105620127;7.724476899;7.609975287;7.787161544;7.793859222;7.759107837;7.940966077;7.908348873
"POLR3B";8.769438749;8.634292478;7.19012758;7.240014572;7.552153162;7.489483991;6.946497169;7.33089141;7.319581945;7.49054644;7.200477765;7.333491267
"POLR3C";8.511901065;8.076549652;8.005464435;8.006538256;7.257861883;7.754878326;8.11783813;7.869667295;7.767746824;7.734291634;8.039078232;8.168408034
"POLR3D";7.842218116;7.529703715;7.018482061;7.096165746;6.619000451;6.81733858;6.966996383;6.845431642;6.914803503;6.790008947;7.090023942;6.895694917
"POLR3E";7.879971494;7.492821646;7.583989255;7.274384729;6.713225479;7.115177917;7.385182602;7.169466236;7.239528224;6.629296105;7.638766518;7.238263833
"POLR3F";9.738221375;9.75761745;8.8503223;9.234884103;9.0690096;8.999344448;8.95225346;9.083704921;8.833278718;9.321751498;9.113405888;9.100914637
"POLR3G";11.31738673;11.3564989;9.903566926;10.25591491;9.819707902;9.696616323;9.958181896;9.961498629;10.00061024;9.65481843;9.914970843;10.11264898
"POLR3GL";9.715850744;9.647455997;10.74602092;10.2467981;10.12413506;10.73039318;10.13373759;10.75322377;10.24034016;10.27878491;10.60528278;10.25656688
"POLR3H";8.478412123;8.547625945;8.1681509;8.256720625;7.878821718;7.846960646;7.992231209;7.988389849;7.893474855;7.440388639;7.893265448;8.126180937
"POLR3K";9.465813056;9.675248515;8.830634198;8.929862635;7.986529731;8.414410055;8.590309486;8.970237545;8.834437542;7.749130348;8.584462175;8.704607044
"POLRMT";9.307001512;9.290517965;8.133445186;8.323429744;7.866155959;7.957632893;7.916482252;8.277632011;8.069427657;7.895991514;7.860461396;8.157542504
"POM121";9.067945272;8.927936214;8.895049824;9.201599686;8.402827941;8.992267582;9.28089363;9.039027964;9.135359032;8.640328287;9.611554147;8.881132498
"POM121 /// POM121C";10.76625011;10.87519628;10.86005537;10.74826416;10.56496866;10.82373311;10.53708417;10.85122098;10.63794185;10.41356137;10.78576282;10.5607679
"POM121C";11.00720892;10.94815114;10.94518037;10.87091604;10.55488202;10.85885201;10.69817101;11.00708693;10.6465959;10.44227226;10.95891881;10.85599312
"POM121L10P";4.72666504;4.525827907;4.581710166;5.002436844;4.298205233;4.561656907;4.533639913;4.682735869;4.372841603;4.550138765;4.789748793;4.592286858
"POM121L10P /// POM121L8P /// POM121L9P";6.370455981;6.126365431;6.289569164;6.245865681;5.949740055;6.149318622;6.256558259;6.157746596;6.155187309;6.051765745;6.273507417;6.3152059
"POM121L12";6.466380034;6.627147411;6.501773615;6.419556437;6.259459201;6.451407538;6.474125475;6.488710176;6.458037853;6.469599371;6.491470545;6.552582516
"POM121L1P /// POM121L8P /// POM121L9P";6.028159866;6.164222561;5.87759631;5.914625124;5.562323366;5.817416495;5.881896111;5.965972539;5.762448961;5.993339783;5.648646472;5.888626331
"POM121L2";4.914200732;5.348411546;5.316560917;5.437028021;5.330148229;5.497155294;5.596217651;5.533192185;5.531610935;5.572840594;5.59263889;5.341117013
"POM121L8P";3.484067536;3.525761373;3.358990545;3.586779425;3.625909468;3.401315052;3.467503453;3.440546963;3.442766045;3.606715622;3.42186179;3.419573749
"POM121L9P";5.022617337;4.908770115;4.525059847;5.095034139;4.793325654;4.647962145;5.011765877;4.809403905;4.701805079;4.942546091;4.946923534;4.750946439
"POMC";6.523215241;6.808159138;6.311820707;6.450498885;6.141944494;6.361222023;6.462497399;6.439448255;6.315630827;5.941377993;6.35463819;6.52401681
"POMGNT1";8.434847736;8.071231139;7.055144749;6.910858583;6.265356107;6.497709484;6.807858345;7.266459782;6.537336743;6.171336476;6.776068138;7.436193579
"POMGNT2";8.303307838;7.980343656;6.954582709;7.003976822;7.48666958;6.635929388;6.996598419;6.960461228;6.689397786;6.79456136;6.733846978;6.939867595
"POMK";8.650289049;8.760385078;7.46033836;7.857177856;6.565136886;6.382698623;7.059654924;7.357939589;6.996872347;6.661543743;7.030161873;7.545740767
"POMP";12.85438875;12.8601413;12.44830927;12.45230987;12.4283591;12.42195657;12.40120232;12.43146771;12.49590698;12.36380691;12.3773837;12.40584371
"POMT1";7.671253902;7.920133802;7.693370736;7.59619929;7.573300417;8.007839335;7.682148029;7.835635768;7.712357245;7.573145677;7.842143555;7.447238083
